QueryName	ReferenceStart	ReferenceEnd	PrimerPair	Primer1	Primer1Start	Primer2	Primer2Start	IsSecondary	IsSupplementary	Start	End	CorrectlyPaired
41bb206a-69e4-48c7-ba92-76a921a4d294	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
8b5976c3-46f6-4365-8b8e-4bc50b008529	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
f387f2f1-533e-4019-827a-b179ccb1723b	0	640	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	2	False	False	1	642	1
c40f35be-85fa-435c-a89a-0952e0f352bc	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
7c3b01ee-a1d9-4dc0-8e00-0c1c8f7a1294	0	640	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	2	False	False	1	642	1
fbe36ce7-208a-4a03-9fa1-36e7d2b43732	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
26621a7d-d282-4422-b31a-2168f57a5a28	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
09fa4a95-9d30-4698-8ae4-c3b4a2ff653d	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
78fce8e4-5dff-491f-a06a-6d12a8b90272	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
328543be-1798-42b2-b021-671e1ee7937d	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
14c6946a-3d94-4497-9cbb-471928f045d0	0	640	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	2	False	False	1	642	1
17c8644b-e8df-42a7-8d29-3176531548d8	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
06c7a462-6651-4569-a7a6-b051aeff5b1b	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
6aa5bb16-a813-49f7-82ad-096a18406d4d	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
c44ce746-a78b-4bcd-835d-f6848b339654	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
af1b3aa0-cff3-44c0-a250-d278c4bd5f81	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
b53d473f-a76d-4da9-8234-a6c9725db627	0	667	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	25	False	False	1	642	1
20e2b8df-4b6e-4a38-abc1-df9402e85331	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
df47152c-427e-42fb-9e5a-c44a0ca0b9fa	0	119	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	523	False	False	1	642	1
b0d453f0-8750-4932-a464-dbb276cf994e	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
5c31c07a-87cf-487c-a4e5-36b3482ac8dc	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
40fd9caa-22f8-4618-ac8a-8a172a2bc732	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
677ae782-0c40-484c-aae3-9a6946814c5b	0	662	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	20	False	False	1	642	1
18d5271d-a8d9-4479-8a87-406273345523	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
591a3f12-951e-484a-a7f8-b4e8c44bb97a	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
57b6e686-603f-4e0b-9f61-cfc45f916a02	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
22e08e41-5fd2-4356-88fe-37337dcf4850	0	615	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	27	False	False	1	642	1
6cf19c9d-7257-4bf1-bf8d-cbda07954bd4	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
bb9c4a60-03ce-4073-a486-66908ee90894	0	640	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	2	False	False	1	642	1
3f51a7cb-a171-4b10-9408-adcdbcf29343	0	629	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	13	False	False	1	642	1
67cf66e3-0c4c-4383-b751-b6cb7e9e8e78	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
c352d009-0c80-4049-b7e1-dd2ddd4aad31	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
40d9ff83-8ed5-4d39-a70e-8388cb2cde40	0	648	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	6	False	False	1	642	1
8ae2e83f-b8ab-42a1-b2ff-653635e43909	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
271d38cf-139e-468b-b76a-b1c0a21cb568	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
d9e838a6-38d9-43b5-8ce3-a83aa858f75d	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
dd993d02-07ba-4fb4-839e-5cfa21511252	0	662	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	20	False	False	1	642	1
502db924-9d33-45b6-96d8-d9f32709cab4	0	163	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	479	False	False	1	642	1
2230abed-55e3-45b0-a438-935ca509eff4	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
7ac04b85-2255-43e3-9629-7805de147c57	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
f3df81cb-9509-4ff5-a22c-d73597adc3e6	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
496f3eb8-0ed8-402a-ab86-5b50ee43436b	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
2a7e443f-52fb-455b-b155-71d07cdc3529	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
429a8100-d984-416f-95c4-b11e1397ea80	0	648	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	6	False	False	1	642	1
0b4acadb-a32b-4af0-8b57-eaeb7c05481c	0	640	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	2	False	False	1	642	1
5b039898-8ab6-4b3d-a202-da3c78aedf0f	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
db7711f4-76a4-4109-8383-74ef1e17c1d2	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
7cb3e404-0f3e-40ea-9c4c-767688fdfdb8	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
c267a192-95f9-4310-a8e0-f38d1739f7da	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
0363909c-bb30-4123-b17d-867fb98e72f9	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
c61a7e40-e71d-4e44-b727-dfce1371fd2c	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
8f5960cd-7688-4189-ade9-0784b0c03626	0	637	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	5	False	False	1	642	1
5eaea337-9b39-4c0c-911f-ad51ffa6c21e	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
a8899c71-84dd-4dda-a656-62e08d8e3d6a	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
efd74a5e-864b-43f1-bb16-ffd2f7c4c157	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
238c60b7-d10b-44cf-90ea-01f542fc3a19	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
4bebe54a-d00f-48b3-9b78-03bbe0eb3df8	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
845da7b6-44bb-4dfa-9e36-44781d30f99c	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
a1892b7e-09c9-41c2-8172-a993211c5887	0	119	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	523	False	False	1	642	1
05a378fe-67b6-43dd-972e-18cf3fae7367	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
1fed047e-11ef-492e-acc7-28275e426574	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
d9bb6679-7716-4615-8976-2995f99321f0	0	662	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	20	False	False	1	642	1
ddf98ce2-1b53-44c5-b560-694bf161e8ac	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
2e77577a-8d0a-4875-9042-4298e910cf9f	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
5524dc5a-5b06-406b-b2ea-ac76b20d3424	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
d8b1fb0e-3f17-4cec-bee1-bebd6bd92d92	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
2b7ab3ff-6584-4317-be8e-ef0968094c7d	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
b20e0394-d523-40d7-ad98-f2b4169ee310	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
2a29c081-6c3b-40c6-93e3-f68b7bd448b3	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
183de3db-89b5-40a8-a644-669cf3201aea	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
c2590529-8846-4469-a0ab-53dbb3d3cf6e	0	667	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	25	False	False	1	642	1
26cdcae8-4bfd-4c47-b348-81dee35bc665	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
3eeabcb8-3d26-4dfb-a13e-6f411dd5a6f4	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
09e45944-dea0-4ec2-a994-83ca7a2c700e	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
74b6b70a-393c-46a3-b2cf-d6948974fcdf	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
f24259eb-23b8-478f-a5f6-c89dc41910b1	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
6a7da4ec-2135-45ed-9322-1a0e85b8404b	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
2e2ab7dc-6518-4f84-95e4-6461195c22e6	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
9d4bf3aa-1bd0-4a26-9705-0f4647937668	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
d14b629d-a6c1-4643-8e91-5f98c5885d10	0	640	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	2	False	False	1	642	1
16da3ae0-9029-4d96-92ee-1e3179a6cc54	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
e5b98b4f-f78e-42cb-bc73-dd20cbef89e3	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
8ba15b32-9479-4b04-a4e1-c4aa9699d7c3	0	653	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	11	False	False	1	642	1
b9ba55d5-11b9-410b-bde0-6b916d4d4aa1	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
348c18cc-8079-4f16-8bf3-5842893983cf	0	637	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	5	False	False	1	642	1
65153ac0-2585-46fa-ad7e-3274ae6ce1f2	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
c89cf595-8f30-4d8e-a033-cb153dea6309	0	656	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	14	False	False	1	642	1
b90be196-df10-40e4-917a-bd95f339e61a	0	640	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	2	False	False	1	642	1
92c5dba5-6fd9-401e-8453-ae8b30bb02ab	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
e1104898-187b-4685-9c11-e47ed66c385a	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
5682fc4a-2e37-42d9-9b38-e16bfb641ca9	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
964fc7c0-99f0-4f81-a77e-3b67076b6035	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
de809648-bd2a-4832-9673-9a426d80ea02	0	641	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	1	False	False	1	642	1
9f142020-1ca6-4235-baf9-6889029a0b67	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
52e56ace-1dad-4de2-be30-23785cdaaa3c	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
69b3a839-17af-4e59-a896-800e7c632c62	0	154	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	488	False	False	1	642	1
e7d28b78-c889-4bc0-a572-416cf112b8bb	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
d7968089-4510-41e7-8c55-223597fb4268	0	662	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	20	False	False	1	642	1
3902d806-cf4a-4a85-aa33-a8888774ff6a	0	640	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	2	False	False	1	642	1
e3a0e41a-55b6-4dc0-a691-89652e6ecf97	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
f0dedaf2-0494-47dd-9bae-b38574d42d75	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
745b214d-5f4d-4a6f-9364-09c9fcf5d3c3	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
865cf5d3-4b6a-4a75-9fea-a8d10bce0dcc	0	658	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	16	False	False	1	642	1
338fbea7-911f-4619-9ccc-15951489df6d	0	656	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	14	False	False	1	642	1
90e1a596-5bea-4e48-8466-bc85b0595c01	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
62168732-8081-497f-9f08-0eda91fd0f2d	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
1bcdcd20-d1da-479a-8f96-da6c64533817	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
ac40a6fd-04a8-4656-b5ac-948e1ed457d2	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
526ba6ff-f99d-48a0-98b6-394e62b06857	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
f41f0d86-814d-4084-9986-d84d09b6e433	0	664	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	22	False	False	1	642	1
2a39e122-b93a-4fff-bd4f-e73390830932	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
7e3f0a2d-c07e-494a-8c27-bd2528b86f05	0	656	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	14	False	False	1	642	1
e902adeb-aea5-4c9d-a87f-32e1d93b537e	0	648	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	6	False	False	1	642	1
6e71b27a-380b-4a3c-9428-91a67ebce4a8	0	645	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	3	False	False	1	642	1
661d307a-f8b8-4828-963a-5b44dc89ab35	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
d7c88507-bbf2-4bef-b86e-fdad682ca5dd	0	637	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	5	False	False	1	642	1
ea7587be-9be2-4e87-82e2-2c33d0173760	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
